campaign_id,advertiser,industry,account_tier,sales_rep,ad_format,platform,quarter,month,impressions,clicks,ctr,cpm,booked_revenue,budget,actual_revenue,delivery_rate,cost_of_sale,gross_margin,margin_pct,deal_status,payment_status
5331,Red Bull,CPG,Enterprise,David R.,Sponsored Stream,Desktop,Q2 2025,Apr,216027,7020,0.0325,23.43,5061.51,4354.64,5102.0,1.008,1877.54,3224.46,63.2,Closed Won,Invoiced
5332,Warner Bros,Entertainment,Mid-Market,Priya S.,Sponsored Stream,CTV,Q3 2025,Sep,56922,1519,0.0267,18.22,1037.12,1091.53,919.93,0.887,367.97,551.96,60.0,Closed Won,Overdue
5333,Samsung,Technology,Growth,Priya S.,Video Pre-Roll,Mobile,Q4 2025,Oct,104524,2801,0.0268,31.55,3297.73,3171.24,3066.89,0.93,1153.15,1913.74,62.4,Closed Won,Invoiced
5334,Samsung,Technology,Enterprise,Alex T.,Homepage Takeover,Mobile,Q2 2025,May,238722,7830,0.0328,22.86,5457.18,5068.36,5730.04,1.05,2423.81,3306.23,57.7,Closed Won,Received
5335,Red Bull,CPG,Mid-Market,James L.,Interactive Overlay,Mobile,Q4 2025,Nov,205798,5309,0.0258,25.36,5219.04,5112.54,4853.71,0.93,1237.7,3616.01,74.5,In Flight,Pending
5336,EA Games,Gaming,Mid-Market,Maria G.,Display Banner,Desktop,Q3 2025,Sep,112593,1621,0.0144,20.32,2287.89,2417.97,2091.13,0.914,439.14,1651.99,79.0,Closed Won,Received
5337,Intel,Technology,Mid-Market,Priya S.,Audio Ad,Desktop,Q3 2025,Jul,196717,3658,0.0186,17.5,3442.55,3798.49,3205.01,0.931,749.97,2455.04,76.6,In Flight,Pending
5338,Procter & Gamble,CPG,Mid-Market,Sarah K.,Display Banner,Desktop,Q3 2025,Aug,149973,884,0.0059,18.37,2755.0,3171.67,2462.97,0.894,662.54,1800.43,73.1,Closed Won,Received
5339,Spotify,Entertainment,Mid-Market,James L.,Video Pre-Roll,Mobile,Q4 2025,Oct,74881,1872,0.025,29.57,2214.23,2066.32,1859.95,0.84,1026.69,833.26,44.8,Closed Won,Received
5340,Warner Bros,Entertainment,Mid-Market,David R.,Display Banner,CTV,Q4 2025,Nov,425232,10077,0.0237,24.13,10260.85,11140.34,10773.89,1.05,2908.95,7864.94,73.0,Closed Won,Invoiced
5341,Unilever,CPG,Mid-Market,David R.,Audio Ad,Mobile,Q1 2025,Mar,192131,2209,0.0115,19.07,3663.94,3204.1,3249.91,0.887,968.47,2281.44,70.2,In Flight,Pending
5342,Netflix,Entertainment,Mid-Market,Sarah K.,Display Banner,Desktop,Q2 2025,Apr,50000,980,0.0196,24.51,1225.5,1029.23,977.95,0.798,319.79,658.16,67.3,In Flight,Pending
5343,Nike,Retail,Mid-Market,Priya S.,Interactive Overlay,Mobile,Q3 2025,Jul,247048,7386,0.0299,25.66,6339.25,7361.1,5756.04,0.908,1807.4,3948.64,68.6,Closed Won,Invoiced
5344,Microsoft,Technology,Growth,James L.,Interactive Overlay,CTV,Q2 2025,Jun,99467,2426,0.0244,25.51,2537.4,2330.92,2407.99,0.949,1281.05,1126.94,46.8,In Flight,Pending
5345,Meta,Technology,Enterprise,Sarah K.,Display Banner,Multi-Platform,Q4 2025,Nov,129114,2595,0.0201,22.01,2841.8,2278.77,2566.15,0.903,454.21,2111.94,82.3,Renewal Pending,Invoiced
5346,Meta,Technology,Growth,Priya S.,Video Pre-Roll,Mobile,Q4 2025,Nov,163825,2490,0.0152,34.79,5699.47,6351.38,5220.71,0.916,2970.58,2250.13,43.1,Closed Won,Invoiced
5347,Netflix,Entertainment,Growth,James L.,Sponsored Stream,Mobile,Q4 2025,Oct,86304,1751,0.0203,35.53,3066.38,2680.22,2781.21,0.907,1012.36,1768.85,63.6,In Flight,Pending
5348,Adobe,Technology,Enterprise,David R.,Display Banner,Mobile,Q4 2025,Dec,688609,15218,0.0221,22.76,15672.74,14682.66,14951.79,0.954,6668.5,8283.29,55.4,Closed Won,Received
5349,Toyota,Automotive,Mid-Market,James L.,Sponsored Stream,Multi-Platform,Q2 2025,Apr,50000,1490,0.0298,23.57,1178.5,1056.71,1162.0,0.986,409.02,752.98,64.8,Closed Won,Received
5350,Spotify,Entertainment,Mid-Market,Alex T.,Display Banner,Multi-Platform,Q4 2025,Oct,170305,2980,0.0175,21.12,3596.84,3955.91,3255.14,0.905,1406.22,1848.92,56.8,Closed Won,Received
5351,Apple,Technology,Enterprise,Maria G.,Display Banner,Mobile,Q4 2025,Nov,220815,3025,0.0137,20.7,4570.87,3720.32,4799.41,1.05,1228.65,3570.76,74.4,Renewal Pending,Received
5352,Intel,Technology,Mid-Market,James L.,Sponsored Stream,Desktop,Q2 2025,May,168210,4440,0.0264,21.05,3540.82,3850.23,3551.44,1.003,763.56,2787.88,78.5,Closed Won,Received
5353,Warner Bros,Entertainment,Enterprise,Maria G.,Display Banner,Mobile,Q4 2025,Nov,139694,3310,0.0237,28.49,3979.88,3695.76,3661.49,0.92,2229.85,1431.64,39.1,Renewal Pending,Invoiced
5354,Coca-Cola,CPG,Enterprise,James L.,Display Banner,Mobile,Q1 2025,Feb,120377,1745,0.0145,21.16,2547.18,2566.66,2075.95,0.815,1123.09,952.86,45.9,In Flight,Pending
5355,Microsoft,Technology,Growth,Maria G.,Display Banner,CTV,Q4 2025,Nov,85601,1583,0.0185,23.14,1980.81,1860.97,1840.17,0.929,450.84,1389.33,75.5,Closed Won,Overdue
5356,Intel,Technology,Enterprise,Alex T.,Display Banner,Mobile,Q3 2025,Sep,84395,1552,0.0184,25.63,2163.04,2452.46,2130.59,0.985,899.11,1231.48,57.8,Closed Won,Invoiced
5357,Sony,Technology,Growth,David R.,Homepage Takeover,Desktop,Q2 2025,Apr,411199,9745,0.0237,32.02,13166.59,15440.76,12982.26,0.986,6049.73,6932.53,53.4,In Flight,Pending
5358,Apple,Technology,Mid-Market,Priya S.,Interactive Overlay,CTV,Q3 2025,Sep,114302,2068,0.0181,22.15,2531.79,2447.49,1954.54,0.772,813.09,1141.45,58.4,Closed Won,Received
5359,Riot Games,Gaming,Growth,Maria G.,Display Banner,Multi-Platform,Q3 2025,Jul,896047,20250,0.0226,14.31,12822.43,13413.57,11912.04,0.929,3919.06,7992.98,67.1,Closed Won,Invoiced
5360,Procter & Gamble,CPG,Mid-Market,Alex T.,Homepage Takeover,Mobile,Q2 2025,May,277937,8310,0.0299,29.27,8135.22,8546.79,7175.26,0.882,3960.74,3214.52,44.8,In Flight,Pending
5361,Red Bull,CPG,Enterprise,Maria G.,Sponsored Stream,CTV,Q1 2025,Mar,50000,1080,0.0216,31.07,1553.5,1458.17,1615.64,1.04,676.95,938.69,58.1,In Flight,Pending
5362,EA Games,Gaming,Mid-Market,David R.,Video Pre-Roll,Mobile,Q2 2025,Apr,329920,7060,0.0214,36.61,12078.37,14718.25,11232.88,0.93,2886.85,8346.03,74.3,In Flight,Pending
5363,Red Bull,CPG,Enterprise,Maria G.,Video Pre-Roll,Multi-Platform,Q3 2025,Aug,155978,2823,0.0181,35.43,5526.3,4827.2,4072.88,0.737,1266.67,2806.21,68.9,Closed Won,Received
5364,Netflix,Entertainment,Mid-Market,Alex T.,Audio Ad,Multi-Platform,Q4 2025,Nov,53532,1086,0.0203,28.49,1525.13,1503.57,1447.35,0.949,351.71,1095.64,75.7,Closed Won,Overdue
5365,PepsiCo,CPG,Growth,Alex T.,Sponsored Stream,Mobile,Q4 2025,Dec,462038,10950,0.0237,26.14,12077.67,11064.8,9227.34,0.764,3128.07,6099.27,66.1,Renewal Pending,Received
5366,Meta,Technology,Enterprise,Sarah K.,Homepage Takeover,CTV,Q3 2025,Sep,114836,2962,0.0258,36.73,4217.93,3966.9,4032.34,0.956,1354.87,2677.47,66.4,Renewal Pending,Invoiced
5367,Nike,Retail,Mid-Market,David R.,Sponsored Stream,Multi-Platform,Q4 2025,Dec,107286,3132,0.0292,37.11,3981.38,3721.26,4180.45,1.05,1780.87,2399.58,57.4,Closed Won,Received
5368,Nike,Retail,Mid-Market,Sarah K.,Video Pre-Roll,Mobile,Q2 2025,May,219729,3208,0.0146,36.43,8004.73,9349.3,8236.87,1.029,3492.43,4744.44,57.6,In Flight,Pending
5369,Warner Bros,Entertainment,Growth,David R.,Sponsored Stream,Mobile,Q4 2025,Oct,406063,10070,0.0248,24.58,9981.03,8757.11,9392.15,0.941,3653.55,5738.6,61.1,Closed Won,Received
5370,Samsung,Technology,Mid-Market,Maria G.,Homepage Takeover,Multi-Platform,Q2 2025,Apr,178212,4793,0.0269,36.65,6531.47,6324.35,5662.78,0.867,2185.83,3476.95,61.4,Closed Won,Invoiced
5371,Sony,Technology,Enterprise,Alex T.,Homepage Takeover,Desktop,Q2 2025,Jun,168291,4308,0.0256,41.32,6953.78,7374.1,7106.76,1.022,3226.47,3880.29,54.6,Closed Won,Received
5372,Microsoft,Technology,Mid-Market,Sarah K.,Display Banner,Mobile,Q3 2025,Jul,93200,1146,0.0123,20.26,1888.23,1917.05,1833.47,0.971,599.54,1233.93,67.3,Closed Won,Overdue
5373,Apple,Technology,Enterprise,Maria G.,Video Pre-Roll,Multi-Platform,Q1 2025,Feb,400554,7770,0.0194,22.25,8912.33,8541.16,8012.18,0.899,1201.83,6810.35,85.0,Renewal Pending,Received
5374,Nike,Retail,Mid-Market,Alex T.,Video Pre-Roll,CTV,Q4 2025,Oct,179591,4382,0.0244,32.27,5795.4,5672.71,5082.57,0.877,2851.32,2231.25,43.9,Closed Won,Received
5375,Sony,Technology,Growth,David R.,Audio Ad,Mobile,Q4 2025,Nov,135896,1345,0.0099,25.14,3416.43,3187.95,2893.72,0.847,749.47,2144.25,74.1,Closed Won,Received
5376,Adobe,Technology,Mid-Market,Alex T.,Display Banner,Desktop,Q2 2025,Jun,123055,1944,0.0158,18.89,2324.51,1939.67,2208.28,0.95,927.48,1280.8,58.0,In Flight,Pending
5377,Netflix,Entertainment,Growth,Maria G.,Display Banner,Mobile,Q2 2025,Apr,370074,4514,0.0122,14.58,5395.68,6162.24,4785.97,0.887,1512.37,3273.6,68.4,In Flight,Pending
5378,Coca-Cola,CPG,Enterprise,Sarah K.,Video Pre-Roll,Mobile,Q4 2025,Nov,131945,2718,0.0206,29.96,3953.07,3626.56,3688.21,0.933,1807.22,1880.99,51.0,Closed Won,Received
5379,Meta,Technology,Mid-Market,Sarah K.,Video Pre-Roll,Desktop,Q4 2025,Dec,370837,8900,0.024,33.28,12341.46,12502.44,12267.41,0.994,3115.92,9151.49,74.6,In Flight,Pending
5380,Sony,Technology,Growth,Alex T.,Sponsored Stream,CTV,Q2 2025,Jun,111607,2511,0.0225,24.62,2747.76,2416.45,2431.77,0.885,678.46,1753.31,72.1,In Flight,Pending
5381,Red Bull,CPG,Enterprise,Maria G.,Homepage Takeover,Mobile,Q2 2025,Jun,290060,9658,0.0333,32.73,9493.66,7943.97,9227.84,0.972,2768.35,6459.49,70.0,In Flight,Pending
5382,Netflix,Entertainment,Growth,James L.,Homepage Takeover,Mobile,Q3 2025,Sep,192081,5051,0.0263,32.3,6204.22,6061.56,6315.9,1.018,2557.94,3757.96,59.5,In Flight,Pending
5383,Disney,Entertainment,Enterprise,David R.,Video Pre-Roll,Mobile,Q3 2025,Jul,76068,2145,0.0282,29.8,2266.83,2109.67,2158.02,0.952,802.78,1355.24,62.8,Closed Won,Invoiced
5384,Netflix,Entertainment,Mid-Market,David R.,Sponsored Stream,Multi-Platform,Q1 2025,Feb,151815,3218,0.0212,33.19,5038.74,4397.08,4917.81,0.976,2001.55,2916.26,59.3,Closed Won,Received
5385,Warner Bros,Entertainment,Growth,Maria G.,Video Pre-Roll,Mobile,Q2 2025,Apr,50000,955,0.0191,20.02,1001.0,893.92,952.95,0.952,345.92,607.03,63.7,In Flight,Pending
5386,EA Games,Gaming,Mid-Market,James L.,Video Pre-Roll,Desktop,Q4 2025,Nov,89748,1319,0.0147,24.53,2201.52,1913.01,2027.6,0.921,898.23,1129.37,55.7,Renewal Pending,Invoiced
5387,Disney,Entertainment,Enterprise,Sarah K.,Display Banner,Desktop,Q3 2025,Sep,50000,625,0.0125,19.09,954.5,989.91,942.09,0.987,419.23,522.86,55.5,Closed Won,Overdue
5388,Intel,Technology,Mid-Market,Priya S.,Video Pre-Roll,Mobile,Q4 2025,Oct,804519,17538,0.0218,22.0,17699.42,18869.84,18566.69,1.049,9301.91,9264.78,49.9,Closed Won,Invoiced
5389,Netflix,Entertainment,Mid-Market,Priya S.,Video Pre-Roll,Mobile,Q4 2025,Dec,50000,1170,0.0234,33.93,1696.5,1964.32,1676.14,0.988,643.64,1032.5,61.6,Renewal Pending,Received
5390,Meta,Technology,Growth,Maria G.,Sponsored Stream,Mobile,Q4 2025,Nov,1288040,36709,0.0285,23.03,29663.56,30375.59,26845.52,0.905,10308.68,16536.84,61.6,Closed Won,Invoiced
5391,Sony,Technology,Mid-Market,James L.,Sponsored Stream,Mobile,Q2 2025,Jun,245591,6901,0.0281,31.54,7745.94,7824.97,7025.57,0.907,3702.48,3323.09,47.3,Closed Won,Received
5392,Sony,Technology,Mid-Market,James L.,Interactive Overlay,Desktop,Q4 2025,Oct,107463,2869,0.0267,28.55,3068.07,3121.87,2791.94,0.91,1312.21,1479.73,53.0,Closed Won,Received
5393,Adobe,Technology,Mid-Market,David R.,Display Banner,Mobile,Q1 2025,Jan,310235,3288,0.0106,19.3,5987.54,5653.6,5963.59,0.996,2397.36,3566.23,59.8,Closed Won,Invoiced
5394,Toyota,Automotive,Mid-Market,Sarah K.,Video Pre-Roll,Mobile,Q3 2025,Aug,97186,2254,0.0232,16.71,1623.98,1528.9,1425.85,0.878,300.85,1125.0,78.9,Closed Won,Overdue
5395,Nike,Retail,Mid-Market,Alex T.,Video Pre-Roll,Desktop,Q3 2025,Aug,52699,948,0.018,26.53,1398.1,1409.16,1171.61,0.838,213.23,958.38,81.8,Closed Won,Received
5396,Netflix,Entertainment,Mid-Market,James L.,Audio Ad,Desktop,Q2 2025,Apr,173382,2964,0.0171,14.02,2430.82,2333.71,2328.73,0.958,957.11,1371.62,58.9,Closed Won,Received
5397,Procter & Gamble,CPG,Growth,Alex T.,Homepage Takeover,Desktop,Q4 2025,Oct,284946,10258,0.036,31.99,9115.42,8292.71,8404.42,0.922,3487.83,4916.59,58.5,Renewal Pending,Invoiced
5398,Netflix,Entertainment,Mid-Market,Priya S.,Sponsored Stream,Desktop,Q4 2025,Oct,452584,8599,0.019,35.9,16247.77,17970.3,16881.43,1.039,4693.04,12188.39,72.2,Renewal Pending,Received
5399,Toyota,Automotive,Mid-Market,Alex T.,Video Pre-Roll,CTV,Q1 2025,Jan,242361,6398,0.0264,29.83,7229.63,6501.54,5342.7,0.739,2056.94,3285.76,61.5,Renewal Pending,Invoiced
5400,Samsung,Technology,Enterprise,Sarah K.,Homepage Takeover,Desktop,Q3 2025,Aug,106566,3431,0.0322,42.43,4521.6,4879.59,4236.74,0.937,1097.32,3139.42,74.1,Renewal Pending,Received
5401,Intel,Technology,Enterprise,Sarah K.,Video Pre-Roll,Mobile,Q2 2025,Apr,493373,9127,0.0185,27.58,13607.23,11603.44,12083.22,0.888,4917.87,7165.35,59.3,In Flight,Pending
5402,Procter & Gamble,CPG,Enterprise,Alex T.,Homepage Takeover,Desktop,Q2 2025,May,412660,12049,0.0292,36.86,15210.65,14913.14,14982.49,0.985,6142.82,8839.67,59.0,Closed Won,Received
5403,Red Bull,CPG,Enterprise,Maria G.,Audio Ad,Multi-Platform,Q4 2025,Oct,201836,2664,0.0132,34.33,6929.03,6876.14,6222.27,0.898,2544.91,3677.36,59.1,Closed Won,Overdue
5404,Nike,Retail,Mid-Market,James L.,Audio Ad,Multi-Platform,Q2 2025,Apr,428746,6173,0.0144,28.48,12210.69,15550.35,10672.14,0.874,4098.1,6574.04,61.6,Closed Won,Invoiced
5405,Netflix,Entertainment,Mid-Market,Maria G.,Homepage Takeover,Desktop,Q4 2025,Dec,934576,23364,0.025,43.4,40560.6,37592.77,40357.8,0.995,12954.85,27402.95,67.9,Closed Won,Invoiced
5406,Apple,Technology,Mid-Market,Alex T.,Display Banner,Mobile,Q1 2025,Mar,105359,1464,0.0139,16.25,1712.08,1692.77,1749.75,1.022,575.67,1174.08,67.1,Closed Won,Received
5407,Toyota,Automotive,Growth,James L.,Audio Ad,Desktop,Q3 2025,Jul,79241,1648,0.0208,18.04,1429.51,1400.25,1303.71,0.912,607.53,696.18,53.4,Renewal Pending,Overdue
5408,Sony,Technology,Growth,David R.,Sponsored Stream,Mobile,Q3 2025,Aug,102934,2532,0.0246,27.11,2790.54,2822.06,2550.55,0.914,997.27,1553.28,60.9,Closed Won,Received
5409,Sony,Technology,Growth,Maria G.,Video Pre-Roll,Desktop,Q2 2025,Apr,55286,1105,0.02,29.53,1632.6,1518.66,1668.52,1.022,665.74,1002.78,60.1,Closed Won,Overdue
5410,Samsung,Technology,Mid-Market,Maria G.,Display Banner,CTV,Q2 2025,Jun,261181,3996,0.0153,13.9,3630.42,3303.21,3677.62,1.013,1320.27,2357.35,64.1,In Flight,Pending
5411,EA Games,Gaming,Mid-Market,Alex T.,Video Pre-Roll,Mobile,Q4 2025,Oct,50000,620,0.0124,32.61,1630.5,1540.99,1635.39,1.003,678.69,956.7,58.5,Closed Won,Received
5412,Intel,Technology,Mid-Market,Priya S.,Display Banner,Multi-Platform,Q4 2025,Dec,447759,4880,0.0109,24.63,11028.3,9523.18,9793.13,0.888,4367.74,5425.39,55.4,Renewal Pending,Received
5413,Meta,Technology,Enterprise,Alex T.,Display Banner,Desktop,Q2 2025,Apr,95059,2015,0.0212,22.92,2178.75,2384.58,1888.98,0.867,542.14,1346.84,71.3,Closed Won,Invoiced
5414,Riot Games,Gaming,Mid-Market,Maria G.,Homepage Takeover,Multi-Platform,Q3 2025,Jul,482611,12692,0.0263,27.89,13460.02,14490.93,14133.02,1.05,5780.41,8352.61,59.1,Closed Won,Received
5415,Coca-Cola,CPG,Growth,James L.,Display Banner,Multi-Platform,Q1 2025,Feb,50000,630,0.0126,19.24,962.0,917.23,932.18,0.969,304.82,627.36,67.3,Renewal Pending,Overdue
5416,Nike,Retail,Growth,Priya S.,Video Pre-Roll,Desktop,Q2 2025,Jun,119593,2858,0.0239,34.85,4167.82,3861.19,3588.49,0.861,1367.21,2221.28,61.9,In Flight,Pending
5417,Nike,Retail,Enterprise,Alex T.,Homepage Takeover,Mobile,Q3 2025,Sep,57849,1775,0.0307,33.72,1950.67,1836.78,1777.06,0.911,771.24,1005.82,56.6,Closed Won,Received
5418,Red Bull,CPG,Mid-Market,Alex T.,Interactive Overlay,Desktop,Q1 2025,Mar,480548,13263,0.0276,19.3,9274.58,10969.39,8597.54,0.927,1762.5,6835.04,79.5,Closed Won,Received
5419,Unilever,CPG,Growth,Maria G.,Sponsored Stream,Mobile,Q4 2025,Nov,623572,14155,0.0227,23.79,14834.78,17336.46,13529.32,0.912,3274.1,10255.22,75.8,In Flight,Pending
5420,Netflix,Entertainment,Enterprise,Maria G.,Display Banner,Mobile,Q4 2025,Oct,50000,645,0.0129,27.26,1363.0,1393.91,1222.61,0.897,347.22,875.39,71.6,Closed Won,Invoiced
5421,Meta,Technology,Mid-Market,David R.,Audio Ad,Mobile,Q4 2025,Nov,325360,4522,0.0139,24.08,7834.67,9976.82,7975.69,1.018,2209.27,5766.42,72.3,Renewal Pending,Invoiced
5422,Coca-Cola,CPG,Growth,Alex T.,Audio Ad,Mobile,Q3 2025,Jul,382678,7691,0.0201,18.58,7110.16,6894.32,6839.97,0.962,2284.55,4555.42,66.6,Renewal Pending,Invoiced
5423,Nike,Retail,Mid-Market,Maria G.,Video Pre-Roll,Multi-Platform,Q4 2025,Nov,211197,4920,0.0233,34.65,7317.98,7384.29,7683.88,1.05,3987.93,3695.95,48.1,Closed Won,Received
5424,Nike,Retail,Enterprise,Sarah K.,Video Pre-Roll,Desktop,Q3 2025,Aug,260544,8806,0.0338,27.6,7191.01,8077.39,7356.4,1.023,3442.8,3913.6,53.2,In Flight,Pending
5425,Microsoft,Technology,Mid-Market,Priya S.,Sponsored Stream,Multi-Platform,Q3 2025,Sep,245940,5951,0.0242,33.88,8332.45,8923.25,7757.51,0.931,2265.19,5492.32,70.8,Renewal Pending,Received
5426,Procter & Gamble,CPG,Growth,Sarah K.,Interactive Overlay,Desktop,Q4 2025,Nov,326311,9724,0.0298,18.58,6062.86,5984.07,6262.93,1.033,2736.9,3526.03,56.3,Closed Won,Overdue
5427,Unilever,CPG,Mid-Market,Priya S.,Audio Ad,Multi-Platform,Q3 2025,Jul,67915,713,0.0105,25.22,1712.82,2086.83,1623.75,0.948,561.82,1061.93,65.4,Renewal Pending,Received
5428,Meta,Technology,Enterprise,Alex T.,Interactive Overlay,Mobile,Q1 2025,Feb,425234,5995,0.0141,22.06,9380.66,10112.92,9849.69,1.05,3782.28,6067.41,61.6,In Flight,Pending
5429,Apple,Technology,Mid-Market,David R.,Sponsored Stream,Desktop,Q4 2025,Nov,192427,4714,0.0245,32.64,6280.82,6485.82,5621.33,0.895,1416.58,4204.75,74.8,Closed Won,Invoiced
5430,Meta,Technology,Mid-Market,Maria G.,Homepage Takeover,Multi-Platform,Q4 2025,Oct,183407,5997,0.0327,30.84,5656.27,5867.35,5407.39,0.956,1178.81,4228.58,78.2,In Flight,Pending
5431,Disney,Entertainment,Mid-Market,Maria G.,Video Pre-Roll,Mobile,Q4 2025,Dec,256094,5275,0.0206,25.45,6517.59,6736.72,5683.34,0.872,2404.05,3279.29,57.7,Closed Won,Received
5432,Samsung,Technology,Growth,Maria G.,Video Pre-Roll,CTV,Q3 2025,Jul,58887,1171,0.0199,27.75,1634.11,1404.98,1454.36,0.89,513.39,940.97,64.7,Closed Won,Invoiced
5433,Red Bull,CPG,Enterprise,Alex T.,Display Banner,Mobile,Q3 2025,Jul,50000,1005,0.0201,17.42,871.0,781.99,777.8,0.893,312.68,465.12,59.8,In Flight,Pending
5434,Riot Games,Gaming,Growth,Priya S.,Sponsored Stream,Mobile,Q4 2025,Oct,147734,4210,0.0285,37.98,5610.94,6080.19,5717.55,1.019,2910.23,2807.32,49.1,Closed Won,Received
5435,Coca-Cola,CPG,Enterprise,Maria G.,Homepage Takeover,Mobile,Q1 2025,Feb,559518,12868,0.023,37.44,20948.35,23926.3,19628.6,0.937,6398.92,13229.68,67.4,In Flight,Pending
5436,EA Games,Gaming,Mid-Market,Sarah K.,Sponsored Stream,CTV,Q3 2025,Aug,63050,1305,0.0207,20.87,1315.85,1384.53,951.36,0.723,311.09,640.27,67.3,Closed Won,Invoiced
5437,Microsoft,Technology,Enterprise,Maria G.,Video Pre-Roll,Desktop,Q2 2025,Apr,187235,5074,0.0271,32.81,6143.18,5354.66,5694.73,0.927,3001.12,2693.61,47.3,Closed Won,Overdue
5438,Procter & Gamble,CPG,Mid-Market,Alex T.,Homepage Takeover,CTV,Q3 2025,Jul,91734,1724,0.0188,32.19,2952.92,3965.13,2486.36,0.842,875.2,1611.16,64.8,In Flight,Pending
5439,Samsung,Technology,Mid-Market,David R.,Video Pre-Roll,Multi-Platform,Q3 2025,Sep,82389,2339,0.0284,25.77,2123.16,2102.08,1879.0,0.885,507.33,1371.67,73.0,Renewal Pending,Received
5440,Red Bull,CPG,Mid-Market,Sarah K.,Display Banner,Desktop,Q1 2025,Feb,242947,4494,0.0185,23.22,5641.23,5857.77,5708.92,1.012,2420.58,3288.34,57.6,Renewal Pending,Received
5441,PepsiCo,CPG,Enterprise,Maria G.,Sponsored Stream,Desktop,Q2 2025,May,298791,4063,0.0136,24.03,7179.95,6277.25,5837.3,0.813,1902.96,3934.34,67.4,Renewal Pending,Invoiced
5442,Adobe,Technology,Mid-Market,Maria G.,Sponsored Stream,CTV,Q3 2025,Aug,86678,2175,0.0251,22.38,1939.85,1735.51,1594.56,0.822,427.34,1167.22,73.2,Closed Won,Overdue
5443,Toyota,Automotive,Enterprise,James L.,Audio Ad,Mobile,Q1 2025,Feb,493757,2518,0.0051,22.63,11173.72,13563.25,8793.72,0.787,3156.95,5636.77,64.1,In Flight,Pending
5444,Riot Games,Gaming,Growth,Priya S.,Video Pre-Roll,Mobile,Q2 2025,Apr,228205,3879,0.017,17.51,3995.87,3494.12,3552.33,0.889,1538.16,2014.17,56.7,Closed Won,Overdue
5445,Apple,Technology,Growth,Sarah K.,Display Banner,Desktop,Q4 2025,Oct,134142,1676,0.0125,19.96,2677.47,3718.98,2101.81,0.785,491.82,1609.99,76.6,Closed Won,Overdue
5446,Unilever,CPG,Mid-Market,James L.,Display Banner,Mobile,Q2 2025,Jun,214918,1869,0.0087,22.89,4919.47,4582.76,3896.22,0.792,903.92,2992.3,76.8,Closed Won,Overdue
5447,Toyota,Automotive,Mid-Market,David R.,Display Banner,Desktop,Q3 2025,Aug,829914,21660,0.0261,17.46,14490.3,13364.4,13070.25,0.902,4470.03,8600.22,65.8,Renewal Pending,Received
5448,Toyota,Automotive,Mid-Market,Priya S.,Interactive Overlay,Mobile,Q4 2025,Nov,297397,7524,0.0253,16.13,4797.01,3990.13,4533.17,0.945,1087.96,3445.21,76.0,Closed Won,Overdue
5449,Procter & Gamble,CPG,Enterprise,Sarah K.,Sponsored Stream,Multi-Platform,Q2 2025,Apr,93063,2959,0.0318,31.95,2973.36,2894.4,2518.44,0.847,559.09,1959.35,77.8,Closed Won,Invoiced
5450,Netflix,Entertainment,Mid-Market,Maria G.,Interactive Overlay,Mobile,Q2 2025,Jun,160337,3254,0.0203,15.98,2562.19,2784.18,2431.52,0.949,853.46,1578.06,64.9,Closed Won,Received
5451,PepsiCo,CPG,Growth,Sarah K.,Video Pre-Roll,Mobile,Q3 2025,Jul,180776,4194,0.0232,22.49,4065.65,4625.33,3776.99,0.929,1741.19,2035.8,53.9,Closed Won,Received
5452,Coca-Cola,CPG,Mid-Market,Maria G.,Interactive Overlay,Multi-Platform,Q4 2025,Nov,277142,8009,0.0289,40.78,11301.85,9616.73,10883.68,0.963,4669.1,6214.58,57.1,Renewal Pending,Received
5453,EA Games,Gaming,Enterprise,Priya S.,Video Pre-Roll,CTV,Q4 2025,Nov,197133,4967,0.0252,36.87,7268.29,6038.52,6083.56,0.837,2062.33,4021.23,66.1,Closed Won,Invoiced
5454,Coca-Cola,CPG,Growth,Maria G.,Interactive Overlay,Multi-Platform,Q4 2025,Dec,741372,17867,0.0241,21.58,15998.81,16908.79,16798.75,1.05,8029.8,8768.95,52.2,Closed Won,Invoiced
5455,Sony,Technology,Mid-Market,David R.,Display Banner,Mobile,Q4 2025,Oct,135760,1411,0.0104,27.49,3732.04,3722.13,3093.86,0.829,1618.09,1475.77,47.7,Closed Won,Received
5456,Toyota,Automotive,Growth,Alex T.,Display Banner,Multi-Platform,Q2 2025,May,50000,520,0.0104,16.55,827.5,711.16,719.92,0.87,287.25,432.67,60.1,Closed Won,Invoiced
5457,Riot Games,Gaming,Mid-Market,Maria G.,Homepage Takeover,Desktop,Q1 2025,Feb,193227,5468,0.0283,30.41,5876.03,5379.56,5646.86,0.961,1767.47,3879.39,68.7,Closed Won,Received
5458,EA Games,Gaming,Mid-Market,David R.,Audio Ad,Desktop,Q2 2025,Jun,114359,1932,0.0169,19.5,2230.0,2281.13,2071.67,0.929,1048.27,1023.4,49.4,Closed Won,Invoiced
5459,Adobe,Technology,Enterprise,Alex T.,Video Pre-Roll,Desktop,Q1 2025,Feb,50000,899,0.018,31.54,1577.0,1735.18,1558.08,0.988,782.16,775.92,49.8,Closed Won,Invoiced
5460,Netflix,Entertainment,Enterprise,Priya S.,Display Banner,Mobile,Q4 2025,Nov,92705,1557,0.0168,30.63,2839.55,3158.41,2541.4,0.895,953.03,1588.37,62.5,Closed Won,Overdue
